,country,buildingType,surrounding,buildingAgeBin,a_ref,n_apartments,year_type,future,climateRegion,n_persons,freq,hasFirePlace,varyoccupancy,mean_load,nightReduction,capControl,occControl,comfortT_lb,comfortT_ub,cores,useCache,building_id,run_id,seed,sum_n_persons
31,DE,AB,Terraced,DE.02,1077.7,13,average,True,14,"[2, 2, 1, 1, 5, 2, 3, 4, 2, 1, 2, 1, 2]",1min,False,1,False,True,True,False,21.0,24.0,1,False,10,run_000031,1000031,28
32,DE,AB,Terraced,DE.02,1077.7,13,average,True,14,"[2, 2, 1, 1, 5, 2, 3, 4, 2, 1, 2, 1, 2]",1min,False,1,False,True,True,False,21.0,24.0,1,False,10,run_000032,1000032,28
33,DE,AB,Terraced,DE.02,1314.8,17,hot,True,9,"[1, 1, 1, 2, 3, 1, 1, 1, 1, 2, 1, 1, 4, 1, 1, 2, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,11,run_000033,1000033,25
34,DE,AB,Terraced,DE.02,1314.8,17,hot,True,9,"[1, 1, 1, 2, 3, 1, 1, 1, 1, 2, 1, 1, 4, 1, 1, 2, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,11,run_000034,1000034,25
35,DE,AB,Terraced,DE.02,1314.8,17,hot,True,9,"[1, 1, 1, 2, 3, 1, 1, 1, 1, 2, 1, 1, 4, 1, 1, 2, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,11,run_000035,1000035,25
36,DE,AB,Terraced,DE.02,1521.8,16,hot,True,3,"[1, 2, 2, 2, 1, 3, 2, 1, 1, 2, 1, 2, 5, 1, 1, 5]",1min,False,1,False,True,True,False,21.0,24.0,1,False,12,run_000036,1000036,32
37,DE,AB,Terraced,DE.02,1521.8,16,hot,True,3,"[1, 2, 2, 2, 1, 3, 2, 1, 1, 2, 1, 2, 5, 1, 1, 5]",1min,False,1,False,True,True,False,21.0,24.0,1,False,12,run_000037,1000037,32
38,DE,AB,Terraced,DE.02,1521.8,16,hot,True,3,"[1, 2, 2, 2, 1, 3, 2, 1, 1, 2, 1, 2, 5, 1, 1, 5]",1min,False,1,False,True,True,False,21.0,24.0,1,False,12,run_000038,1000038,32
39,DE,AB,Terraced,DE.02,1416.4,13,cold,False,9,"[3, 1, 2, 1, 4, 1, 1, 3, 4, 1, 1, 2, 3]",1min,False,1,False,True,True,False,21.0,24.0,1,False,13,run_000039,1000039,27
40,DE,AB,Terraced,DE.02,1416.4,13,cold,False,9,"[3, 1, 2, 1, 4, 1, 1, 3, 4, 1, 1, 2, 3]",1min,False,1,False,True,True,False,21.0,24.0,1,False,13,run_000040,1000040,27
41,DE,AB,Terraced,DE.02,1416.4,13,cold,False,9,"[3, 1, 2, 1, 4, 1, 1, 3, 4, 1, 1, 2, 3]",1min,False,1,False,True,True,False,21.0,24.0,1,False,13,run_000041,1000041,27
42,DE,AB,Terraced,DE.02,1238.8,13,cold,False,3,"[1, 1, 1, 1, 2, 1, 4, 1, 1, 2, 3, 1, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,14,run_000042,1000042,20
43,DE,AB,Terraced,DE.02,1238.8,13,cold,False,3,"[1, 1, 1, 1, 2, 1, 4, 1, 1, 2, 3, 1, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,14,run_000043,1000043,20
44,DE,AB,Terraced,DE.02,1238.8,13,cold,False,3,"[1, 1, 1, 1, 2, 1, 4, 1, 1, 2, 3, 1, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,14,run_000044,1000044,20
45,DE,AB,Terraced,DE.02,1391.2,14,cold,False,7,"[1, 1, 1, 3, 2, 2, 1, 1, 1, 2, 2, 1, 4, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,15,run_000045,1000045,23
46,DE,AB,Terraced,DE.02,1391.2,14,cold,False,7,"[1, 1, 1, 3, 2, 2, 1, 1, 1, 2, 2, 1, 4, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,15,run_000046,1000046,23
47,DE,AB,Terraced,DE.02,1391.2,14,cold,False,7,"[1, 1, 1, 3, 2, 2, 1, 1, 1, 2, 2, 1, 4, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,15,run_000047,1000047,23
48,DE,AB,Terraced,DE.02,1797.0,19,average,True,7,"[1, 2, 1, 1, 1, 1, 4, 1, 2, 1, 1, 2, 1, 5, 3, 2, 1, 1, 4]",1min,False,1,False,True,True,False,21.0,24.0,1,False,16,run_000048,1000048,35
49,DE,AB,Terraced,DE.02,1797.0,19,average,True,7,"[1, 2, 1, 1, 1, 1, 4, 1, 2, 1, 1, 2, 1, 5, 3, 2, 1, 1, 4]",1min,False,1,False,True,True,False,21.0,24.0,1,False,16,run_000049,1000049,35
50,DE,AB,Terraced,DE.02,1797.0,19,average,True,7,"[1, 2, 1, 1, 1, 1, 4, 1, 2, 1, 1, 2, 1, 5, 3, 2, 1, 1, 4]",1min,False,1,False,True,True,False,21.0,24.0,1,False,16,run_000050,1000050,35
51,DE,AB,Terraced,DE.02,1885.9,20,average,False,10,"[2, 1, 4, 1, 2, 1, 2, 2, 2, 4, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2]",1min,False,1,False,True,True,False,21.0,24.0,1,False,17,run_000051,1000051,35
52,DE,AB,Terraced,DE.02,1885.9,20,average,False,10,"[2, 1, 4, 1, 2, 1, 2, 2, 2, 4, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2]",1min,False,1,False,True,True,False,21.0,24.0,1,False,17,run_000052,1000052,35
53,DE,AB,Terraced,DE.02,1885.9,20,average,False,10,"[2, 1, 4, 1, 2, 1, 2, 2, 2, 4, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2]",1min,False,1,False,True,True,False,21.0,24.0,1,False,17,run_000053,1000053,35
54,DE,AB,Terraced,DE.02,1955.3,20,cold,True,7,"[2, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 3, 3, 1, 1, 1, 2, 3, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,18,run_000054,1000054,32
55,DE,AB,Terraced,DE.02,1955.3,20,cold,True,7,"[2, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 3, 3, 1, 1, 1, 2, 3, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,18,run_000055,1000055,32
56,DE,AB,Terraced,DE.02,1955.3,20,cold,True,7,"[2, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 3, 3, 1, 1, 1, 2, 3, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,18,run_000056,1000056,32
57,DE,AB,Terraced,DE.02,1936.1,20,cold,True,3,"[1, 2, 3, 2, 3, 1, 3, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 3, 1, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,19,run_000057,1000057,33
58,DE,AB,Terraced,DE.02,1936.1,20,cold,True,3,"[1, 2, 3, 2, 3, 1, 3, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 3, 1, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,19,run_000058,1000058,33
59,DE,AB,Terraced,DE.02,1936.1,20,cold,True,3,"[1, 2, 3, 2, 3, 1, 3, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 3, 1, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,19,run_000059,1000059,33
60,DE,AB,Terraced,DE.02,1399.3,17,average,False,1,"[2, 1, 1, 1, 2, 3, 2, 1, 1, 2, 1, 2, 2, 1, 1, 1, 3]",1min,False,1,False,True,True,False,21.0,24.0,1,False,20,run_000060,1000060,27
61,DE,AB,Terraced,DE.02,1399.3,17,average,False,1,"[2, 1, 1, 1, 2, 3, 2, 1, 1, 2, 1, 2, 2, 1, 1, 1, 3]",1min,False,1,False,True,True,False,21.0,24.0,1,False,20,run_000061,1000061,27
62,DE,AB,Terraced,DE.02,1399.3,17,average,False,1,"[2, 1, 1, 1, 2, 3, 2, 1, 1, 2, 1, 2, 2, 1, 1, 1, 3]",1min,False,1,False,True,True,False,21.0,24.0,1,False,20,run_000062,1000062,27
63,DE,AB,Terraced,DE.02,1311.8,13,hot,False,15,"[3, 2, 5, 1, 1, 1, 4, 2, 3, 1, 5, 2, 2]",1min,False,1,False,True,True,False,21.0,24.0,1,False,21,run_000063,1000063,32
64,DE,AB,Terraced,DE.02,1311.8,13,hot,False,15,"[3, 2, 5, 1, 1, 1, 4, 2, 3, 1, 5, 2, 2]",1min,False,1,False,True,True,False,21.0,24.0,1,False,21,run_000064,1000064,32
65,DE,AB,Terraced,DE.02,1311.8,13,hot,False,15,"[3, 2, 5, 1, 1, 1, 4, 2, 3, 1, 5, 2, 2]",1min,False,1,False,True,True,False,21.0,24.0,1,False,21,run_000065,1000065,32
66,DE,AB,Terraced,DE.02,1686.7,17,average,False,5,"[1, 2, 1, 1, 2, 2, 1, 3, 4, 2, 2, 1, 4, 1, 4, 2, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,22,run_000066,1000066,34
67,DE,AB,Terraced,DE.02,1686.7,17,average,False,5,"[1, 2, 1, 1, 2, 2, 1, 3, 4, 2, 2, 1, 4, 1, 4, 2, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,22,run_000067,1000067,34
68,DE,AB,Terraced,DE.02,1686.7,17,average,False,5,"[1, 2, 1, 1, 2, 2, 1, 3, 4, 2, 2, 1, 4, 1, 4, 2, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,22,run_000068,1000068,34
69,DE,AB,Terraced,DE.02,1212.5,13,average,True,4,"[1, 1, 2, 3, 1, 1, 3, 1, 2, 1, 2, 1, 2]",1min,False,1,False,True,True,False,21.0,24.0,1,False,23,run_000069,1000069,21
70,DE,AB,Terraced,DE.02,1212.5,13,average,True,4,"[1, 1, 2, 3, 1, 1, 3, 1, 2, 1, 2, 1, 2]",1min,False,1,False,True,True,False,21.0,24.0,1,False,23,run_000070,1000070,21
71,DE,AB,Terraced,DE.02,1212.5,13,average,True,4,"[1, 1, 2, 3, 1, 1, 3, 1, 2, 1, 2, 1, 2]",1min,False,1,False,True,True,False,21.0,24.0,1,False,23,run_000071,1000071,21
72,DE,AB,Terraced,DE.02,1817.7,17,hot,True,9,"[4, 1, 4, 3, 1, 1, 3, 1, 2, 4, 2, 1, 1, 1, 4, 1, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,24,run_000072,1000072,35
73,DE,AB,Terraced,DE.02,1817.7,17,hot,True,9,"[4, 1, 4, 3, 1, 1, 3, 1, 2, 4, 2, 1, 1, 1, 4, 1, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,24,run_000073,1000073,35
74,DE,AB,Terraced,DE.02,1817.7,17,hot,True,9,"[4, 1, 4, 3, 1, 1, 3, 1, 2, 4, 2, 1, 1, 1, 4, 1, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,24,run_000074,1000074,35
75,DE,AB,Terraced,DE.02,1460.3,15,average,True,6,"[5, 1, 1, 1, 1, 1, 2, 4, 2, 2, 1, 3, 2, 3, 4]",1min,False,1,False,True,True,False,21.0,24.0,1,False,25,run_000075,1000075,33
76,DE,AB,Terraced,DE.02,1460.3,15,average,True,6,"[5, 1, 1, 1, 1, 1, 2, 4, 2, 2, 1, 3, 2, 3, 4]",1min,False,1,False,True,True,False,21.0,24.0,1,False,25,run_000076,1000076,33
77,DE,AB,Terraced,DE.02,1460.3,15,average,True,6,"[5, 1, 1, 1, 1, 1, 2, 4, 2, 2, 1, 3, 2, 3, 4]",1min,False,1,False,True,True,False,21.0,24.0,1,False,25,run_000077,1000077,33
78,DE,AB,Terraced,DE.02,1669.6,18,average,True,13,"[1, 5, 1, 3, 1, 1, 3, 2, 2, 1, 2, 3, 2, 1, 2, 2, 4, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,26,run_000078,1000078,37
79,DE,AB,Terraced,DE.02,1669.6,18,average,True,13,"[1, 5, 1, 3, 1, 1, 3, 2, 2, 1, 2, 3, 2, 1, 2, 2, 4, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,26,run_000079,1000079,37
80,DE,AB,Terraced,DE.02,1669.6,18,average,True,13,"[1, 5, 1, 3, 1, 1, 3, 2, 2, 1, 2, 3, 2, 1, 2, 2, 4, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,26,run_000080,1000080,37
81,DE,AB,Terraced,DE.02,1583.4,18,cold,True,14,"[1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 4]",1min,False,1,False,True,True,False,21.0,24.0,1,False,27,run_000081,1000081,25
82,DE,AB,Terraced,DE.02,1583.4,18,cold,True,14,"[1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 4]",1min,False,1,False,True,True,False,21.0,24.0,1,False,27,run_000082,1000082,25
83,DE,AB,Terraced,DE.02,1583.4,18,cold,True,14,"[1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 4]",1min,False,1,False,True,True,False,21.0,24.0,1,False,27,run_000083,1000083,25
84,DE,AB,Terraced,DE.02,1711.0,19,hot,True,13,"[3, 2, 1, 1, 3, 1, 4, 1, 2, 3, 1, 1, 4, 1, 1, 1, 1, 2, 2]",1min,False,1,False,True,True,False,21.0,24.0,1,False,28,run_000084,1000084,35
85,DE,AB,Terraced,DE.02,1711.0,19,hot,True,13,"[3, 2, 1, 1, 3, 1, 4, 1, 2, 3, 1, 1, 4, 1, 1, 1, 1, 2, 2]",1min,False,1,False,True,True,False,21.0,24.0,1,False,28,run_000085,1000085,35
86,DE,AB,Terraced,DE.02,1711.0,19,hot,True,13,"[3, 2, 1, 1, 3, 1, 4, 1, 2, 3, 1, 1, 4, 1, 1, 1, 1, 2, 2]",1min,False,1,False,True,True,False,21.0,24.0,1,False,28,run_000086,1000086,35
87,DE,AB,Terraced,DE.02,1619.3,16,cold,False,6,"[1, 1, 1, 4, 1, 1, 3, 1, 1, 1, 2, 2, 1, 4, 3, 3]",1min,False,1,False,True,True,False,21.0,24.0,1,False,29,run_000087,1000087,30
88,DE,AB,Terraced,DE.02,1619.3,16,cold,False,6,"[1, 1, 1, 4, 1, 1, 3, 1, 1, 1, 2, 2, 1, 4, 3, 3]",1min,False,1,False,True,True,False,21.0,24.0,1,False,29,run_000088,1000088,30
89,DE,AB,Terraced,DE.02,1619.3,16,cold,False,6,"[1, 1, 1, 4, 1, 1, 3, 1, 1, 1, 2, 2, 1, 4, 3, 3]",1min,False,1,False,True,True,False,21.0,24.0,1,False,29,run_000089,1000089,30
90,DE,AB,Terraced,DE.02,1238.0,13,average,True,2,"[4, 5, 1, 2, 1, 5, 1, 1, 3, 1, 2, 1, 5]",1min,False,1,False,True,True,False,21.0,24.0,1,False,30,run_000090,1000090,32
91,DE,AB,Terraced,DE.02,1238.0,13,average,True,2,"[4, 5, 1, 2, 1, 5, 1, 1, 3, 1, 2, 1, 5]",1min,False,1,False,True,True,False,21.0,24.0,1,False,30,run_000091,1000091,32
92,DE,AB,Terraced,DE.02,1238.0,13,average,True,2,"[4, 5, 1, 2, 1, 5, 1, 1, 3, 1, 2, 1, 5]",1min,False,1,False,True,True,False,21.0,24.0,1,False,30,run_000092,1000092,32
93,DE,AB,Terraced,DE.02,1720.9,18,hot,True,8,"[2, 1, 1, 1, 4, 2, 2, 2, 2, 1, 1, 2, 1, 3, 3, 1, 2, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,31,run_000093,1000093,32
94,DE,AB,Terraced,DE.02,1720.9,18,hot,True,8,"[2, 1, 1, 1, 4, 2, 2, 2, 2, 1, 1, 2, 1, 3, 3, 1, 2, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,31,run_000094,1000094,32
95,DE,AB,Terraced,DE.02,1720.9,18,hot,True,8,"[2, 1, 1, 1, 4, 2, 2, 2, 2, 1, 1, 2, 1, 3, 3, 1, 2, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,31,run_000095,1000095,32
96,DE,AB,Terraced,DE.02,1524.0,16,cold,True,8,"[4, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,32,run_000096,1000096,27
97,DE,AB,Terraced,DE.02,1524.0,16,cold,True,8,"[4, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,32,run_000097,1000097,27
98,DE,AB,Terraced,DE.02,1524.0,16,cold,True,8,"[4, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,32,run_000098,1000098,27
99,DE,AB,Terraced,DE.02,1789.9,18,cold,True,2,"[1, 4, 1, 2, 1, 2, 1, 2, 1, 4, 2, 2, 3, 5, 1, 1, 1, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,33,run_000099,1000099,35
100,DE,AB,Terraced,DE.02,1789.9,18,cold,True,2,"[1, 4, 1, 2, 1, 2, 1, 2, 1, 4, 2, 2, 3, 5, 1, 1, 1, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,33,run_000100,1000100,35
101,DE,AB,Terraced,DE.02,1789.9,18,cold,True,2,"[1, 4, 1, 2, 1, 2, 1, 2, 1, 4, 2, 2, 3, 5, 1, 1, 1, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,33,run_000101,1000101,35
102,DE,AB,Terraced,DE.02,1191.3,15,average,True,6,"[1, 1, 1, 2, 1, 3, 1, 2, 1, 1, 1, 3, 3, 1, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,34,run_000102,1000102,23
103,DE,AB,Terraced,DE.02,1191.3,15,average,True,6,"[1, 1, 1, 2, 1, 3, 1, 2, 1, 1, 1, 3, 3, 1, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,34,run_000103,1000103,23
104,DE,AB,Terraced,DE.02,1191.3,15,average,True,6,"[1, 1, 1, 2, 1, 3, 1, 2, 1, 1, 1, 3, 3, 1, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,34,run_000104,1000104,23
105,DE,AB,Terraced,DE.02,1930.0,18,cold,False,7,"[1, 1, 3, 4, 1, 4, 1, 4, 4, 1, 2, 4, 4, 4, 2, 1, 3, 2]",1min,False,1,False,True,True,False,21.0,24.0,1,False,35,run_000105,1000105,46
106,DE,AB,Terraced,DE.02,1930.0,18,cold,False,7,"[1, 1, 3, 4, 1, 4, 1, 4, 4, 1, 2, 4, 4, 4, 2, 1, 3, 2]",1min,False,1,False,True,True,False,21.0,24.0,1,False,35,run_000106,1000106,46
107,DE,AB,Terraced,DE.02,1930.0,18,cold,False,7,"[1, 1, 3, 4, 1, 4, 1, 4, 4, 1, 2, 4, 4, 4, 2, 1, 3, 2]",1min,False,1,False,True,True,False,21.0,24.0,1,False,35,run_000107,1000107,46
108,DE,AB,Terraced,DE.02,972.5,14,cold,False,5,"[1, 3, 2, 3, 1, 4, 2, 1, 3, 1, 1, 1, 2, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,36,run_000108,1000108,26
109,DE,AB,Terraced,DE.02,972.5,14,cold,False,5,"[1, 3, 2, 3, 1, 4, 2, 1, 3, 1, 1, 1, 2, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,36,run_000109,1000109,26
110,DE,AB,Terraced,DE.02,972.5,14,cold,False,5,"[1, 3, 2, 3, 1, 4, 2, 1, 3, 1, 1, 1, 2, 1]",1min,False,1,False,True,True,False,21.0,24.0,1,False,36,run_000110,1000110,26
